,comentario,sentimento
465,"Que covardia desse animal, espero que a moça se recupere logo e volte ao seu posto de trabalho. E ele seja penalizado severamente, pelo ato brutesco.",negativo
466,Que absurdo.,negativo
467,Uma pessoa assim devia ser proibida de andar de avião,negativo
468,Infelizmente ainda existem pessoas que acham que nós agentes aeroportuários temos o poder de mudar o clima ou mandar na natureza!  Que ela se recupere logo. 🙌🏼,negativo
469,"Eu posso dizer com todas as letras, além de amante da aviação, já trabalhei  em cia aérea e digo: AGENTE DE AEROPORTO NÃO TEM RECONHECIMENTO NENHUM. Salário baixo, condições medianas, suporte NENHUM e as outras áreas não tem nenhum zelo por quem da cara a tapa com pax. Triste realidade, setor que trabalhei por um pouco período e aprendi muito",negativo
470,"Lamentável, a quê ponto chegamos!",negativo
471,Que absurdo! Só no Brasil mesmo,negativo
472,"A PF não faz NADA ngm faz nada … eh um descaso com o trabalhador, a linha de frente … sério !!!",negativo
473,Inadmissível!,negativo
474," vc justificou a agressão na na sua frase , parece q vc Faria o mesmo. O funcionário está ali a mercê das orientações da EMPRESA vcs juram que eles falam. O que quer por conta própria ali neh ? Se vc foi prejudicado tem vários canais , processos e etc que podem te ressarcir mas claro , agredir o trabalhador aliás trabalhadorA afinal ela não me ajudou então vou quebrar o braço dela !",negativo
475,"Quanta ignorância, oque essa moça tem a ver com o acontecido.",negativo
476,"Espero que seja amparada!! 
Desejo boa recuperação 🙏🏽🙏🏽",negativo
477,"Tudo bem que ninguém quer perder sua conexão, talvez precisasse chegar a tempo para um último adeus ou abraçar um filho no aniversário; mas isso não justifica agredir um funcionário de empresa aérea por causa de problemas com o tempo , se sentiu lesado ? Processe a empresa ! E outra coisa : cadê os HOMENS , que viram uma mulher ser agredida e não fizeram nada ? Por favor , a humanidade está cada vez mais regredindo ao tempo da idade da pedra .",negativo
478," Engenheiro com pós comentando m… na internet. Tanto estudo pra isso. Vai lá oh São Pedro, tira a neblina do aeroporto e resolve o problema do cara.",negativo
479,"Inaceitável!
Vejo isso quase acontecer todos os dias,
 as humilhação e falta de respeito são rotineiras, infelizmente.
A nossa agência reguladora dá brecha pra esse tipo de situação e passageiro.",negativo
480, não tem segurança nesses aeroportos… a única fiscalização que existe é pra você não trazer seu iphone fora da cota!,negativo
481,"Agora pergunta se prenderam o marginal, e se vão bani-lo de voar  ?!",negativo
482,Mais uma coisa para o salário que é pago para um Agente aqui no Brasil passar por um caso desses ninguém merece quem está na linha de frente é o check-in e são os menos valorizados e os que menos ganham tá na hora de isso mudar!,negativo
483,Absurdo demais isso gente.,negativo
484,Jovem assim que vc melhorar compra uma arma de  choque uma Taser ai acabaram seus problemas ok,negativo
485,INADMISSÍVEL ISSO!!!!,negativo
486,Deveria ter alguma maneira de identificar esse tipo de pessoa por sistema compartilhado. Com pacientes é assim ( trabalho em hospital e tem pacientes agressivos que quando chega já fica acusado no sistema)  justamente pra frear os atendimentos. Melhoras pra ela😢😢,negativo
487,Por isso a maioria dos profissionais da aviação sofrem com ansiedade etc. O tanto que estuda para segurança e cuidado dos clientes e no final os clientes agridem os profissionais seja verbalmente e as vezes fisicamente 😢,negativo
488,💔💔💔,negativo
489,"Culpa da Anac e governantes , e também das cias aéreas, como à  e seus dirigentes.  Pagam um salário de fome , não colocam funcionários o suficiente para atender à demanda .Ontem mesmo ,só havia 3 agentes no turno da noite em Guarulhos,pois vocês acham que a Latam está preocupada com seus clientes e funcionários? ,óbvio que não.  Tanto o pessoal de solo e principalmente de voo ,não tem respaldo de suas chefias ,não se preocupam com a saúde mental e  a integridade física,tudo é meta.  A rotatividade em solo é durante,  e no voo , estão demitindo os antigos , que estão doentes mentalmente , são descartados como lixo , pois a empresa ,quer massa de manobra . Tem supervisor ,trancando funcionário dentro da sala 28 ,no 1⁰ andar para demitir, junto com o  compliance  Sabiam dessa ? ,tudo pra economizar senioridade de 700 reais .Estão matando os tripulantes aos poucos, muitos com depressão, ansiedade ,bournout e síndrome do pânico,  omissão total por parte da empresa Latam .Tudo fica bonito na tela . Segurança de voo em perigo ,pois vão trabalhar sem dormir,  medicados com tarja preta .Matrícula 38 que adoece ,está sendo jogado fora ,como se fosse lixo .",negativo
490,"Somente havia 3 agentes nonturno da noite , a empresa colocar você para atender em 6 horas,  4000 mil pessoas ,e não estão nem aí a grande cupola .",negativo
491,"As pessoas estão doentes, descontroladas, sem domínio próprio",negativo
492,"  tá falando besteira, trabalhei na gol 3 anos e tudo que acontece a culpa é do funcionário, até mesmo se o cliente esquece o documento a culpa se torna sua, você acha que um agente de aeroporto ganha quanto ? Pra servir de domingo a domingo pessoas mal educadas e sem estruturas emocionais? Muito mal chega a 2 mil reais pra aturar gente mal educada",negativo
493,"As autoridades vão esperar acontecer o pior , para fazer alguma coisa , é impressionante como as autoridades viram as costas  para nós profissionais da aviação !",negativo
494, você queria que ela limpasse o céu com vassoura!? Afff,negativo
495,"Um absurdo, até quando ? Esperar uma morte acontecer?",negativo
496,Espero que essa moça tenha feito um boletim de ocorrências por lesão corporal e não sofra represálias da  . Deve ser amparada juridicamente pela empresa !!!!,negativo
497,"Tomara que o animal que fez isso, fique preso por muito tempo! Lamentável ver situações assim ocorrendo. É preciso ter mais seguranças dos aeroportos tomando conta dos funcionários, para que pessoas ""nervosas"" como esse agressor não cheguem a esse ponto.",negativo
498,"Melhoras Camila , LAMENTÁVEL ESSE TIPO DE SITUAÇÃO , PORÉM AS AUTORIDADES TRATA ISSO NORMAL",negativo
499," e necessário acionar a  urgente para implementar a Black list nas companhias aéreas, além da  assessorar essa moça juridicamente, psicologicamente!",negativo
500,bora  não vai fazer nada não?????  QUE DESCASO!!! quantos mais vão precisar serem agredidos pra fazerem algo???,negativo
